log10(nu_E [GeV]) low,log10(nu_E [GeV]) center,log10(nu_E [GeV]) high,cos(zen) low,cos(zen) center,cos(zen) high,aeff [m^2]
4.5,4.675,4.85,0.8,0.825,0.85,0.0
4.5,4.675,4.85,0.85,0.875,0.9,0.0
4.5,4.675,4.85,0.9,0.925,0.95,0.0
4.5,4.675,4.85,0.95,0.975,1.0,0.0
4.85,5.025,5.2,-1.0,-0.975,-0.95,48.31343254750392
4.85,5.025,5.2,-0.95,-0.925,-0.9,61.2661497924128
4.85,5.025,5.2,-0.9,-0.875,-0.85,72.32233523454656
4.85,5.025,5.2,-0.85,-0.825,-0.8,90.36911231702325
4.85,5.025,5.2,-0.8,-0.775,-0.75,92.98626100297439
4.85,5.025,5.2,-0.75,-0.725,-0.7,98.99064138679944
4.85,5.025,5.2,-0.7,-0.675,-0.65,101.70615644374365
4.85,5.025,5.2,-0.65,-0.625,-0.6,102.5763751913274
4.85,5.025,5.2,-0.6,-0.575,-0.55,105.70249614067873
4.85,5.025,5.2,-0.55,-0.525,-0.5,109.25224573862447
4.85,5.025,5.2,-0.5,-0.475,-0.45,114.98221073733922
4.85,5.025,5.2,-0.45,-0.425,-0.4,119.60743779754053
4.85,5.025,5.2,-0.4,-0.375,-0.35,121.26575507493612
4.85,5.025,5.2,-0.35,-0.325,-0.3,123.31461334306542
4.85,5.025,5.2,-0.3,-0.275,-0.25,127.75656514788736
4.85,5.025,5.2,-0.25,-0.225,-0.2,130.14968545286482
4.85,5.025,5.2,-0.2,-0.175,-0.15,130.68663840124145
4.85,5.025,5.2,-0.15,-0.125,-0.1,138.15448685617727
4.85,5.025,5.2,-0.1,-0.075,-0.05,140.80849613620796
4.85,5.025,5.2,-0.05,-0.025,0.0,154.21967794420405
4.85,5.025,5.2,0.0,0.025,0.05,164.92364434830534
4.85,5.025,5.2,0.05,0.075,0.1,157.3839927910295
4.85,5.025,5.2,0.1,0.125,0.15,155.28217298297358
4.85,5.025,5.2,0.15,0.175,0.2,0.0
4.85,5.025,5.2,0.2,0.225,0.25,0.0
4.85,5.025,5.2,0.25,0.275,0.3,0.0
4.85,5.025,5.2,0.3,0.325,0.35,0.0
4.85,5.025,5.2,0.35,0.375,0.4,0.0
4.85,5.025,5.2,0.4,0.425,0.45,0.0
4.85,5.025,5.2,0.45,0.475,0.5,0.0
4.85,5.025,5.2,0.5,0.525,0.55,0.0
4.85,5.025,5.2,0.55,0.575,0.6,0.0
4.85,5.025,5.2,0.6,0.625,0.65,0.0
4.85,5.025,5.2,0.65,0.675,0.7,0.0
4.85,5.025,5.2,0.7,0.725,0.75,0.0
4.85,5.025,5.2,0.75,0.775,0.8,0.0
4.85,5.025,5.2,0.8,0.825,0.85,0.0
4.85,5.025,5.2,0.85,0.875,0.9,0.0
4.85,5.025,5.2,0.9,0.925,0.95,0.0
4.85,5.025,5.2,0.95,0.975,1.0,0.0
5.2,5.375,5.55,-1.0,-0.975,-0.95,47.014570937556044
5.2,5.375,5.55,-0.95,-0.925,-0.9,62.796262285572766
5.2,5.375,5.55,-0.9,-0.875,-0.85,83.23941607372895
5.2,5.375,5.55,-0.85,-0.825,-0.8,117.69356357092232
5.2,5.375,5.55,-0.8,-0.775,-0.75,129.9102462295731
5.2,5.375,5.55,-0.75,-0.725,-0.7,137.48129451645886
5.2,5.375,5.55,-0.7,-0.675,-0.65,151.80609033747328
5.2,5.375,5.55,-0.65,-0.625,-0.6,159.93175828614642
5.2,5.375,5.55,-0.6,-0.575,-0.55,162.06852953971816
5.2,5.375,5.55,-0.55,-0.525,-0.5,171.5346310315447
5.2,5.375,5.55,-0.5,-0.475,-0.45,184.18525428362778
5.2,5.375,5.55,-0.45,-0.425,-0.4,194.63103477080534
5.2,5.375,5.55,-0.4,-0.375,-0.35,201.17740975581893
5.2,5.375,5.55,-0.35,-0.325,-0.3,216.73371835121293
5.2,5.375,5.55,-0.3,-0.275,-0.25,216.6964323262161
5.2,5.375,5.55,-0.25,-0.225,-0.2,226.35757393686822
5.2,5.375,5.55,-0.2,-0.175,-0.15,236.96210081676037
5.2,5.375,5.55,-0.15,-0.125,-0.1,242.6529013075421
5.2,5.375,5.55,-0.1,-0.075,-0.05,264.47706208858915
5.2,5.375,5.55,-0.05,-0.025,0.0,286.39279862686664
5.2,5.375,5.55,0.0,0.025,0.05,303.99439592846545
5.2,5.375,5.55,0.05,0.075,0.1,303.24170795777377
5.2,5.375,5.55,0.1,0.125,0.15,301.5865927039591
5.2,5.375,5.55,0.15,0.175,0.2,0.0
5.2,5.375,5.55,0.2,0.225,0.25,0.0
5.2,5.375,5.55,0.25,0.275,0.3,0.0
5.2,5.375,5.55,0.3,0.325,0.35,0.0
5.2,5.375,5.55,0.35,0.375,0.4,0.0
5.2,5.375,5.55,0.4,0.425,0.45,0.0
5.2,5.375,5.55,0.45,0.475,0.5,0.0
5.2,5.375,5.55,0.5,0.525,0.55,0.0
5.2,5.375,5.55,0.55,0.575,0.6,0.0
5.2,5.375,5.55,0.6,0.625,0.65,0.0
5.2,5.375,5.55,0.65,0.675,0.7,0.0
5.2,5.375,5.55,0.7,0.725,0.75,0.0
5.2,5.375,5.55,0.75,0.775,0.8,0.0
5.2,5.375,5.55,0.8,0.825,0.85,0.0
5.2,5.375,5.55,0.85,0.875,0.9,0.0
5.2,5.375,5.55,0.9,0.925,0.95,0.0
5.2,5.375,5.55,0.95,0.975,1.0,0.0
5.55,5.725,5.9,-1.0,-0.975,-0.95,31.102324218653038
5.55,5.725,5.9,-0.95,-0.925,-0.9,48.02372809745936
5.55,5.725,5.9,-0.9,-0.875,-0.85,74.50263222711874
5.55,5.725,5.9,-0.85,-0.825,-0.8,127.38848284805516
5.55,5.725,5.9,-0.8,-0.775,-0.75,146.28663857032296
5.55,5.725,5.9,-0.75,-0.725,-0.7,160.86342067602567
5.55,5.725,5.9,-0.7,-0.675,-0.65,181.92084629866332
5.55,5.725,5.9,-0.65,-0.625,-0.6,197.9047937467875
5.55,5.725,5.9,-0.6,-0.575,-0.55,218.33487095435686
5.55,5.725,5.9,-0.55,-0.525,-0.5,231.86613541135694
5.55,5.725,5.9,-0.5,-0.475,-0.45,260.65817115675725
5.55,5.725,5.9,-0.45,-0.425,-0.4,288.2646763709015
5.55,5.725,5.9,-0.4,-0.375,-0.35,302.08892056055134
5.55,5.725,5.9,-0.35,-0.325,-0.3,325.39963349745483
5.55,5.725,5.9,-0.3,-0.275,-0.25,361.23486866137694
5.55,5.725,5.9,-0.25,-0.225,-0.2,365.07076443858455
5.55,5.725,5.9,-0.2,-0.175,-0.15,392.1329160230499
5.55,5.725,5.9,-0.15,-0.125,-0.1,405.14242052698893
5.55,5.725,5.9,-0.1,-0.075,-0.05,447.5138721744398
5.55,5.725,5.9,-0.05,-0.025,0.0,500.2112442906664
5.55,5.725,5.9,0.0,0.025,0.05,568.5246731234445
5.55,5.725,5.9,0.05,0.075,0.1,574.1638296703775
5.55,5.725,5.9,0.1,0.125,0.15,529.5648813039252
5.55,5.725,5.9,0.15,0.175,0.2,0.0
5.55,5.725,5.9,0.2,0.225,0.25,0.0
5.55,5.725,5.9,0.25,0.275,0.3,0.0
5.55,5.725,5.9,0.3,0.325,0.35,0.0
5.55,5.725,5.9,0.35,0.375,0.4,0.0
5.55,5.725,5.9,0.4,0.425,0.45,0.0
5.55,5.725,5.9,0.45,0.475,0.5,0.0
5.55,5.725,5.9,0.5,0.525,0.55,0.0
5.55,5.725,5.9,0.55,0.575,0.6,0.0
5.55,5.725,5.9,0.6,0.625,0.65,0.0
5.55,5.725,5.9,0.65,0.675,0.7,0.0
5.55,5.725,5.9,0.7,0.725,0.75,0.0
5.55,5.725,5.9,0.75,0.775,0.8,0.0
5.55,5.725,5.9,0.8,0.825,0.85,0.0
5.55,5.725,5.9,0.85,0.875,0.9,0.0
5.55,5.725,5.9,0.9,0.925,0.95,0.0
5.55,5.725,5.9,0.95,0.975,1.0,0.0
5.9,6.075,6.25,-1.0,-0.975,-0.95,13.435121261634423
5.9,6.075,6.25,-0.95,-0.925,-0.9,24.888577025398092
5.9,6.075,6.25,-0.9,-0.875,-0.85,47.209756488072195
5.9,6.075,6.25,-0.85,-0.825,-0.8,99.78940581074934
5.9,6.075,6.25,-0.8,-0.775,-0.75,128.69002467886628
5.9,6.075,6.25,-0.75,-0.725,-0.7,153.1844538406806
5.9,6.075,6.25,-0.7,-0.675,-0.65,180.0184609302197
5.9,6.075,6.25,-0.65,-0.625,-0.6,202.42806172067986
5.9,6.075,6.25,-0.6,-0.575,-0.55,239.380760325746
5.9,6.075,6.25,-0.55,-0.525,-0.5,279.43588206980473
5.9,6.075,6.25,-0.5,-0.475,-0.45,310.6685882220321
5.9,6.075,6.25,-0.45,-0.425,-0.4,357.55924252632633
5.9,6.075,6.25,-0.4,-0.375,-0.35,417.6545524557017
5.9,6.075,6.25,-0.35,-0.325,-0.3,442.9125773396994
5.9,6.075,6.25,-0.3,-0.275,-0.25,506.6791183729298
5.9,6.075,6.25,-0.25,-0.225,-0.2,561.7822930734208
5.9,6.075,6.25,-0.2,-0.175,-0.15,608.1751270905554
5.9,6.075,6.25,-0.15,-0.125,-0.1,638.8607443594037
5.9,6.075,6.25,-0.1,-0.075,-0.05,792.9012456423316
5.9,6.075,6.25,-0.05,-0.025,0.0,919.8326369451942
5.9,6.075,6.25,0.0,0.025,0.05,985.7406066132942
5.9,6.075,6.25,0.05,0.075,0.1,960.3195527118374
5.9,6.075,6.25,0.1,0.125,0.15,948.8845816262319
5.9,6.075,6.25,0.15,0.175,0.2,0.0
5.9,6.075,6.25,0.2,0.225,0.25,0.0
5.9,6.075,6.25,0.25,0.275,0.3,0.0
5.9,6.075,6.25,0.3,0.325,0.35,0.0
5.9,6.075,6.25,0.35,0.375,0.4,0.0
5.9,6.075,6.25,0.4,0.425,0.45,0.0
5.9,6.075,6.25,0.45,0.475,0.5,0.0
5.9,6.075,6.25,0.5,0.525,0.55,0.0
5.9,6.075,6.25,0.55,0.575,0.6,0.0
5.9,6.075,6.25,0.6,0.625,0.65,0.0
5.9,6.075,6.25,0.65,0.675,0.7,0.0
5.9,6.075,6.25,0.7,0.725,0.75,0.0
5.9,6.075,6.25,0.75,0.775,0.8,0.0
5.9,6.075,6.25,0.8,0.825,0.85,0.0
5.9,6.075,6.25,0.85,0.875,0.9,0.0
5.9,6.075,6.25,0.9,0.925,0.95,0.0
5.9,6.075,6.25,0.95,0.975,1.0,0.0
6.25,6.425,6.6,-1.0,-0.975,-0.95,3.0715325132565443
6.25,6.425,6.6,-0.95,-0.925,-0.9,7.831151089675782
6.25,6.425,6.6,-0.9,-0.875,-0.85,20.28895303527495
6.25,6.425,6.6,-0.85,-0.825,-0.8,59.83211347585778
6.25,6.425,6.6,-0.8,-0.775,-0.75,83.78379544149567
6.25,6.425,6.6,-0.75,-0.725,-0.7,108.94729447082025
6.25,6.425,6.6,-0.7,-0.675,-0.65,136.1995685775035
6.25,6.425,6.6,-0.65,-0.625,-0.6,176.05046361226283
6.25,6.425,6.6,-0.6,-0.575,-0.55,214.15608232184945
6.25,6.425,6.6,-0.55,-0.525,-0.5,264.6754558494141
6.25,6.425,6.6,-0.5,-0.475,-0.45,326.4980706958833
6.25,6.425,6.6,-0.45,-0.425,-0.4,408.849605350539
6.25,6.425,6.6,-0.4,-0.375,-0.35,496.9609094553372
6.25,6.425,6.6,-0.35,-0.325,-0.3,598.8047723712178
6.25,6.425,6.6,-0.3,-0.275,-0.25,642.4848539571464
6.25,6.425,6.6,-0.25,-0.225,-0.2,779.214269817531
6.25,6.425,6.6,-0.2,-0.175,-0.15,873.9486329681976
6.25,6.425,6.6,-0.15,-0.125,-0.1,1004.367851077331
6.25,6.425,6.6,-0.1,-0.075,-0.05,1132.5256709215037
6.25,6.425,6.6,-0.05,-0.025,0.0,1447.5401002267445
6.25,6.425,6.6,0.0,0.025,0.05,1634.1928531583085
6.25,6.425,6.6,0.05,0.075,0.1,1702.7538617033433
6.25,6.425,6.6,0.1,0.125,0.15,1661.8484389689384
6.25,6.425,6.6,0.15,0.175,0.2,0.0
6.25,6.425,6.6,0.2,0.225,0.25,0.0
6.25,6.425,6.6,0.25,0.275,0.3,0.0
6.25,6.425,6.6,0.3,0.325,0.35,0.0
6.25,6.425,6.6,0.35,0.375,0.4,0.0
6.25,6.425,6.6,0.4,0.425,0.45,0.0
6.25,6.425,6.6,0.45,0.475,0.5,0.0
6.25,6.425,6.6,0.5,0.525,0.55,0.0
6.25,6.425,6.6,0.55,0.575,0.6,0.0
6.25,6.425,6.6,0.6,0.625,0.65,0.0
6.25,6.425,6.6,0.65,0.675,0.7,0.0
6.25,6.425,6.6,0.7,0.725,0.75,0.0
6.25,6.425,6.6,0.75,0.775,0.8,0.0
6.25,6.425,6.6,0.8,0.825,0.85,0.0
6.25,6.425,6.6,0.85,0.875,0.9,0.0
6.25,6.425,6.6,0.9,0.925,0.95,0.0
6.25,6.425,6.6,0.95,0.975,1.0,0.0
6.6,6.775,6.95,-1.0,-0.975,-0.95,0.37366205153596116
6.6,6.775,6.95,-0.95,-0.925,-0.9,1.355034696027809
6.6,6.775,6.95,-0.9,-0.875,-0.85,5.1486499062638345
6.6,6.775,6.95,-0.85,-0.825,-0.8,24.49575502259356
6.6,6.775,6.95,-0.8,-0.775,-0.75,37.54394776809544
6.6,6.775,6.95,-0.75,-0.725,-0.7,51.027861107784275
6.6,6.775,6.95,-0.7,-0.675,-0.65,79.40753754908926
6.6,6.775,6.95,-0.65,-0.625,-0.6,104.50786739998483
6.6,6.775,6.95,-0.6,-0.575,-0.55,150.22370297207894
6.6,6.775,6.95,-0.55,-0.525,-0.5,196.5297741141581
6.6,6.775,6.95,-0.5,-0.475,-0.45,279.4942974956039
6.6,6.775,6.95,-0.45,-0.425,-0.4,396.9650773103533
6.6,6.775,6.95,-0.4,-0.375,-0.35,501.37086190299
6.6,6.775,6.95,-0.35,-0.325,-0.3,666.0121028502283
6.6,6.775,6.95,-0.3,-0.275,-0.25,745.0432486461796
6.6,6.775,6.95,-0.25,-0.225,-0.2,935.0141090477541
6.6,6.775,6.95,-0.2,-0.175,-0.15,1118.0197554893025
6.6,6.775,6.95,-0.15,-0.125,-0.1,1364.568601874284
6.6,6.775,6.95,-0.1,-0.075,-0.05,1682.9766156827739
6.6,6.775,6.95,-0.05,-0.025,0.0,2308.788383787214
6.6,6.775,6.95,0.0,0.025,0.05,2681.88153872176
6.6,6.775,6.95,0.05,0.075,0.1,2543.5180976155575
6.6,6.775,6.95,0.1,0.125,0.15,2744.692917428599
6.6,6.775,6.95,0.15,0.175,0.2,0.0
6.6,6.775,6.95,0.2,0.225,0.25,0.0
6.6,6.775,6.95,0.25,0.275,0.3,0.0
6.6,6.775,6.95,0.3,0.325,0.35,0.0
6.6,6.775,6.95,0.35,0.375,0.4,0.0
6.6,6.775,6.95,0.4,0.425,0.45,0.0
6.6,6.775,6.95,0.45,0.475,0.5,0.0
6.6,6.775,6.95,0.5,0.525,0.55,0.0
6.6,6.775,6.95,0.55,0.575,0.6,0.0
6.6,6.775,6.95,0.6,0.625,0.65,0.0
6.6,6.775,6.95,0.65,0.675,0.7,0.0
6.6,6.775,6.95,0.7,0.725,0.75,0.0
6.6,6.775,6.95,0.75,0.775,0.8,0.0
6.6,6.775,6.95,0.8,0.825,0.85,0.0
6.6,6.775,6.95,0.85,0.875,0.9,0.0
6.6,6.775,6.95,0.9,0.925,0.95,0.0
6.6,6.775,6.95,0.95,0.975,1.0,0.0
6.95,7.125,7.3,-1.0,-0.975,-0.95,0.01866144207527365
6.95,7.125,7.3,-0.95,-0.925,-0.9,0.1102652728493646
6.95,7.125,7.3,-0.9,-0.875,-0.85,0.684574631351706
6.95,7.125,7.3,-0.85,-0.825,-0.8,5.683195193337678
6.95,7.125,7.3,-0.8,-0.775,-0.75,11.258902870722626
6.95,7.125,7.3,-0.75,-0.725,-0.7,17.813730392053714
6.95,7.125,7.3,-0.7,-0.675,-0.65,31.631644639082392
6.95,7.125,7.3,-0.65,-0.625,-0.6,48.352742512698235
6.95,7.125,7.3,-0.6,-0.575,-0.55,74.68368115656634
6.95,7.125,7.3,-0.55,-0.525,-0.5,117.73019252549578
6.95,7.125,7.3,-0.5,-0.475,-0.45,179.7904338548241
6.95,7.125,7.3,-0.45,-0.425,-0.4,287.45352541907175
6.95,7.125,7.3,-0.4,-0.375,-0.35,380.33915830565115
6.95,7.125,7.3,-0.35,-0.325,-0.3,552.9730738597095
6.95,7.125,7.3,-0.3,-0.275,-0.25,790.6067432266776
6.95,7.125,7.3,-0.25,-0.225,-0.2,995.3964470024544
6.95,7.125,7.3,-0.2,-0.175,-0.15,1366.7700372382128
6.95,7.125,7.3,-0.15,-0.125,-0.1,1815.1751133245823
6.95,7.125,7.3,-0.1,-0.075,-0.05,2566.141785043901
6.95,7.125,7.3,-0.05,-0.025,0.0,3718.213261958835
6.95,7.125,7.3,0.0,0.025,0.05,4114.438895301091
6.95,7.125,7.3,0.05,0.075,0.1,4246.219023774815
6.95,7.125,7.3,0.1,0.125,0.15,4086.9696217962064
6.95,7.125,7.3,0.15,0.175,0.2,0.0
6.95,7.125,7.3,0.2,0.225,0.25,0.0
6.95,7.125,7.3,0.25,0.275,0.3,0.0
6.95,7.125,7.3,0.3,0.325,0.35,0.0
6.95,7.125,7.3,0.35,0.375,0.4,0.0
6.95,7.125,7.3,0.4,0.425,0.45,0.0
6.95,7.125,7.3,0.45,0.475,0.5,0.0
6.95,7.125,7.3,0.5,0.525,0.55,0.0
6.95,7.125,7.3,0.55,0.575,0.6,0.0
6.95,7.125,7.3,0.6,0.625,0.65,0.0
6.95,7.125,7.3,0.65,0.675,0.7,0.0
6.95,7.125,7.3,0.7,0.725,0.75,0.0
6.95,7.125,7.3,0.75,0.775,0.8,0.0
6.95,7.125,7.3,0.8,0.825,0.85,0.0
6.95,7.125,7.3,0.85,0.875,0.9,0.0
6.95,7.125,7.3,0.9,0.925,0.95,0.0
6.95,7.125,7.3,0.95,0.975,1.0,0.0
7.3,7.475,7.65,-1.0,-0.975,-0.95,0.0003095532260968297
7.3,7.475,7.65,-0.95,-0.925,-0.9,0.0033677794293209525
7.3,7.475,7.65,-0.9,-0.875,-0.85,0.044568330032380685
7.3,7.475,7.65,-0.85,-0.825,-0.8,0.8039086243046747
7.3,7.475,7.65,-0.8,-0.775,-0.75,1.7949814480496233
7.3,7.475,7.65,-0.75,-0.725,-0.7,3.64212114507147
7.3,7.475,7.65,-0.7,-0.675,-0.65,6.869423896142084
7.3,7.475,7.65,-0.65,-0.625,-0.6,13.038724425507795
7.3,7.475,7.65,-0.6,-0.575,-0.55,25.753538959199403
7.3,7.475,7.65,-0.55,-0.525,-0.5,44.034079528253386
7.3,7.475,7.65,-0.5,-0.475,-0.45,87.51309652032833
7.3,7.475,7.65,-0.45,-0.425,-0.4,164.72410677364164
7.3,7.475,7.65,-0.4,-0.375,-0.35,281.47264770737047
7.3,7.475,7.65,-0.35,-0.325,-0.3,443.0404248515407
7.3,7.475,7.65,-0.3,-0.275,-0.25,641.1731949649209
7.3,7.475,7.65,-0.25,-0.225,-0.2,1002.2445121006281
7.3,7.475,7.65,-0.2,-0.175,-0.15,1371.2760871409455
7.3,7.475,7.65,-0.15,-0.125,-0.1,2175.217307828987
7.3,7.475,7.65,-0.1,-0.075,-0.05,3309.5435033406948
7.3,7.475,7.65,-0.05,-0.025,0.0,5101.517704562906
7.3,7.475,7.65,0.0,0.025,0.05,6355.317092037851
7.3,7.475,7.65,0.05,0.075,0.1,6706.503789381641
7.3,7.475,7.65,0.1,0.125,0.15,6575.030725402329
7.3,7.475,7.65,0.15,0.175,0.2,0.0
7.3,7.475,7.65,0.2,0.225,0.25,0.0
7.3,7.475,7.65,0.25,0.275,0.3,0.0
7.3,7.475,7.65,0.3,0.325,0.35,0.0
7.3,7.475,7.65,0.35,0.375,0.4,0.0
7.3,7.475,7.65,0.4,0.425,0.45,0.0
7.3,7.475,7.65,0.45,0.475,0.5,0.0
7.3,7.475,7.65,0.5,0.525,0.55,0.0
7.3,7.475,7.65,0.55,0.575,0.6,0.0
7.3,7.475,7.65,0.6,0.625,0.65,0.0
7.3,7.475,7.65,0.65,0.675,0.7,0.0
7.3,7.475,7.65,0.7,0.725,0.75,0.0
7.3,7.475,7.65,0.75,0.775,0.8,0.0
7.3,7.475,7.65,0.8,0.825,0.85,0.0
7.3,7.475,7.65,0.85,0.875,0.9,0.0
7.3,7.475,7.65,0.9,0.925,0.95,0.0
7.3,7.475,7.65,0.95,0.975,1.0,0.0
7.65,7.825,8.0,-1.0,-0.975,-0.95,1.3687516839173025e-06
7.65,7.825,8.0,-0.95,-0.925,-0.9,3.229670398435683e-05
7.65,7.825,8.0,-0.9,-0.875,-0.85,0.0010470953526297239
7.65,7.825,8.0,-0.85,-0.825,-0.8,0.045782295468756964
7.65,7.825,8.0,-0.8,-0.775,-0.75,0.13365223993613368
7.65,7.825,8.0,-0.75,-0.725,-0.7,0.376857254215078
7.65,7.825,8.0,-0.7,-0.675,-0.65,0.9881633313793761
7.65,7.825,8.0,-0.65,-0.625,-0.6,2.3607198050824802
7.65,7.825,8.0,-0.6,-0.575,-0.55,5.660427891116486
7.65,7.825,8.0,-0.55,-0.525,-0.5,12.539879289672387
7.65,7.825,8.0,-0.5,-0.475,-0.45,29.858584597362793
7.65,7.825,8.0,-0.45,-0.425,-0.4,62.402958970311005
7.65,7.825,8.0,-0.4,-0.375,-0.35,124.35141075000608
7.65,7.825,8.0,-0.35,-0.325,-0.3,276.068590090209
7.65,7.825,8.0,-0.3,-0.275,-0.25,444.42734438804956
7.65,7.825,8.0,-0.25,-0.225,-0.2,789.124797567641
7.65,7.825,8.0,-0.2,-0.175,-0.15,1267.103654870682
7.65,7.825,8.0,-0.15,-0.125,-0.1,2203.4865058021805
7.65,7.825,8.0,-0.1,-0.075,-0.05,4146.470901712867
7.65,7.825,8.0,-0.05,-0.025,0.0,7104.301764217539
7.65,7.825,8.0,0.0,0.025,0.05,9476.525879120434
7.65,7.825,8.0,0.05,0.075,0.1,9404.51488263665
7.65,7.825,8.0,0.1,0.125,0.15,9670.022521389563
7.65,7.825,8.0,0.15,0.175,0.2,0.0
7.65,7.825,8.0,0.2,0.225,0.25,0.0
7.65,7.825,8.0,0.25,0.275,0.3,0.0
7.65,7.825,8.0,0.3,0.325,0.35,0.0
7.65,7.825,8.0,0.35,0.375,0.4,0.0
7.65,7.825,8.0,0.4,0.425,0.45,0.0
7.65,7.825,8.0,0.45,0.475,0.5,0.0
7.65,7.825,8.0,0.5,0.525,0.55,0.0
7.65,7.825,8.0,0.55,0.575,0.6,0.0
7.65,7.825,8.0,0.6,0.625,0.65,0.0
7.65,7.825,8.0,0.65,0.675,0.7,0.0
7.65,7.825,8.0,0.7,0.725,0.75,0.0
7.65,7.825,8.0,0.75,0.775,0.8,0.0
7.65,7.825,8.0,0.8,0.825,0.85,0.0
7.65,7.825,8.0,0.85,0.875,0.9,0.0
7.65,7.825,8.0,0.9,0.925,0.95,0.0
7.65,7.825,8.0,0.95,0.975,1.0,0.0
